DUMMY2/marylux/marylux_lb-wiki-0552.wav|2|ts ə n t ɐ n o n ts e ŋ h ɔ n ɛ ʁ t aː χ t ɑ̃ ts w ɑ n ts ə ɕ ʁ eː g ɛ l t d a m b j ʊ ɹ oʊ ɛ̃ t ɛ ʁ n a s j ɔ n a l d a m ɛ k s p ə z ɪ ʃ ə n z b ə iː d ɔ ʁ g aː n i z a ts j əʊ n f u n d a m v æ l d æːʊ s ʃ t æ l u ŋ ə n ,  d ɜɪ d ʀ æːɪ b i z æ k s m ɜɪ n t l aː ŋ d ɑʊ ɐ t .
DUMMY2/marylux/marylux_lb-wiki-0039.wav|2|d a m k æ n t ə n d a m p ɔ̃ d s a l a ʁ æ s æ ŋ f ʀ ɑ n z ɜɪ ʃ aː t m i n i s t ʀ ɑ t iː f ɑ n d eː l u ŋ æ m a ʁ ɔ̃ d i s m ɑ̃ ʁ o d e z , æ m d eː p a ʁ t ə m ɛ n t ə v aɪ ɹ ə n æ n d ɐ ʀ e ʑ j əʊ n m i d i p i ʁ e n e .
DUMMY2/dictee/dictee_dict9-05.wav|1|ts ɑ n t ɐ d eː n ts w eː d a oː z ɛ n d ɐ j oː ʀ ə n h u n z ə ɕ t ʀ o ts d eː m h ɜɪ ʑ ə v uə l ʃ t ɑ n t ts w əʊ z aː χ ə g ə æ n ɐ t .
DUMMY2/marylux/marylux_lb-wiki-0080.wav|2|ə n ɐ z i χ u ŋ ə n a ʃ y g ə v iː z ə n , d ɑ t d a m ʃ t ɛː ɐ ə m ɐ n aː x æ k s t ʀ ə m l iː ɕ t s t aː ɐ k æ s , v əʊ b æːɪ s ɛ ŋ ʃ t ʀ ɑ l u ŋ ɑ l ɐ d e ŋ s d uː ɐ ɕ æːʊ s g ə ʃ t əʊ s ə ɡ a ɑ ʃ t ə p s v o l e k ə n ɑ p z o ʀ b ɜɪ ɐ t æ n æ l z l aː ŋ v ɛ l l ə ɕ i n f ʀ aː ʀ əʊ t s t ʀ ɑ l u ŋ oː f g ə t ʀ uə d ə g ə t .
DUMMY2/marylux/marylux_lb-wiki-0544.wav|2|d k iː ɐ ɕ f u n o s p ɐ æ s d d ə k ɑ n a t s k iː ɐ ɕ f u n o s p ɐ . s eɪ l æːɪ t ɑ p æ ŋ ɐ h ɜɪ ɕ t æ m z yː d v æ s t l ə ɕ ə n ɑ g ɑ ŋ f u m d uː ɐ f .
DUMMY2/marylux/marylux_lb-wiki-0033.wav|2|i n t a æ s ts uː h o n ɐ t p ʀ o ts æ n t b ə z ə ts ɐ f u m ʀ æːʊ m f aː ʀ t ɛ ç n i k k o n t s ɛ ʁ n ɪ n z a æ n h æ l t u n d eː l ɐ f u n h ɪ s p ɑ z a t z iə ɕ ts e ŋ k ɔ m ə v ɜɪ ɐ p ʀ o ts æ n t , h ɪ s d eː z a t z iː v ɑ̃ d ʀ ə s ə ɕ k ɔ m a z ɛ k s p ʀ o ts æ n t æ n i k s t i ɹ z iə ɕ ts e ŋ k ɔ m a d ʀ æːɪ p ʀ o ts æ n t .
DUMMY2/marylux/marylux_lb-wiki-0580.wav|2|f u n n o n ts e ŋ h ɔ n ɛ ʁ t v ɜɪ ɐ a z i v ə n ts ə ɕ b i n o n ts e ŋ h ɔ n ɛ ʁ t aː χ t a z i v ə n ts ə ɕ v aː ɐ h iə n d ə p u t ɜɪ ɐ t ə n æ n d ɐ ʃ ɑ̃ː m b ɐ .
DUMMY2/marylux/marylux_lb-wiki-0200.wav|2|b ə z o n ə ʃ i n t ʀ æ s ɑ n t s ɪ n d ɜɪ ɜɪ ʃ t ə b æːʊ s t e ŋ f u m ʃ p i l z a x ə f a b ʀ i k a n t b a t i m ə , ə f iː ɐ l eː f ɐ f u m l e g oː , g ʀ əʊ s p o p p ɛ n h ɛ z ɐ , ʃ p i l b u t e k ɐ ɑ f ɐ ʃ i d ə n ə v aː ʀ j a ts j əʊ n ə n , ʃ p i l k ɑ χ m ɑ ʃ i n ə n , æ ŋ z a m l ʊ ŋ f u n d ɪ ŋ k i t ɔɪ z , d ɜɪ f u m f a b ʁ iː k a n t f ʀ ɑ ŋ k h ɔ ɹ n b i v aː ɐ n , ɑ m o d æ l ɐ f u m l e k ɐ f a b ʁ iː k a n t ɡ ɪ l s .
DUMMY2/dictee/dictee_dict8-041.wav|1|ts w eː d a oː s ə n eː n ɑ n ts w ɑ n ts ə ɕ z o l ə n d ɜɪ ɜɪ ʃ t l ɑɪ t æ n d eː n ə n n ɑɪ ə k ɑ ʀ t j eː ə k ə n ə n ə ʀ ɑ p l ə n ə ʀ ə n , k o m aː ,
DUMMY2/dictee/dictee_dict8-042.wav|1|æ n ɑ k æ ŋ n ɑɪ ʃ əʊ l s ɑ l b i d oː h i f ɛː ɐ d ə ɕ s ɪ n .
